name;model;spec_name;spec_value;spec_value_US;spec_value_INT
Wheel Loader;950M;Forward - 4;16 mile/h 25.7 km/h;['16', 'mile/h'];['25.7', 'km/h']
Wheel Loader;950M;Forward - 3;12 mile/h 19.3 km/h;['12', 'mile/h'];['19.3', 'km/h']
Wheel Loader;950M;Reverse - 2;7.5 mile/h 12 km/h;['7.5', 'mile/h'];['12', 'km/h']
Wheel Loader;950M;Reverse - 1;4.3 mile/h 6.9 km/h;['4.3', 'mile/h'];['6.9', 'km/h']
Wheel Loader;950M;Fuel Tank;72.6 gal (US) 275 l;['72.6', 'gal'];['275', 'l']
Wheel Loader;950M;Differential - Final Drives - Front;11.4 gal (US) 43 l;['11.4', 'gal'];['43', 'l']
Wheel Loader;950M;Cooling System;15.6 gal (US) 59 l;['15.6', 'gal'];['59', 'l']
Wheel Loader;950M;Hydraulic Tank;33 gal (US) 125 l;['33', 'gal'];['125', 'l']
Wheel Loader;950M;Transmission;11.4 gal (US) 43 l;['11.4', 'gal'];['43', 'l']
Wheel Loader;950M;Differential - Final Drives - Rear;11.4 gal (US) 43 l;['11.4', 'gal'];['43', 'l']
Wheel Loader;950M;DEF Tank;4.2 gal (US) 16 l;['4.2', 'gal'];['16', 'l']
Wheel Loader;950M;Crankcase;5.8 gal (US) 22 l;['5.8', 'gal'];['22', 'l']
Wheel Loader;950M;Height - Top of Hood;8.83 ft 2697 mm;['8.83', 'ft'];['2697', 'mm']
Wheel Loader;950M;Hinge Pin Height at Carry Height;2.58 ft 782 mm;['2.58', 'ft'];['782', 'mm']
Wheel Loader;950M;Height - Top of ROPS;11.33 ft 3451 mm;['11.33', 'ft'];['3451', 'mm']
Wheel Loader;950M;Lift Arm Clearance at Maximum Lift;11.92 ft 3634 mm;['11.92', 'ft'];['3634', 'mm']
Wheel Loader;950M;Centerline of Rear Axle to Hitch;5.5 ft 1675 mm;['5.5', 'ft'];['1675', 'mm']
Wheel Loader;950M;Hinge Pin Height at Maximum Lift;14.83 ft 4527 mm;['14.83', 'ft'];['4527', 'mm']
Wheel Loader;950M;Rack Back - Carry Height;49 degrees 49 degrees;['49', 'degrees'];['49', 'degrees']
Wheel Loader;950M;Ground Clearance;1.17 ft 367 mm;['1.17', 'ft'];['367', 'mm']
Wheel Loader;950M;Centerline of Rear Axle to Edge of Counterweight;6.33 ft 1942 mm;['6.33', 'ft'];['1942', 'mm']
Wheel Loader;950M;Overall Length - Without Bucket;24.58 ft 7488 mm;['24.58', 'ft'];['7488', 'mm']
Wheel Loader;950M;Maximum Width - Over Tires - Loaded;9.25 ft 2822 mm;['9.25', 'ft'];['2822', 'mm']
Wheel Loader;950M;Tread Width;7 ft 2140 mm;['7', 'ft'];['2140', 'mm']
Wheel Loader;950M;Rack Back at Ground;40 degrees 40 degrees;['40', 'degrees'];['40', 'degrees']
Wheel Loader;950M;Rack Back - Maximum Lift;59 degrees 59 degrees;['59', 'degrees'];['59', 'degrees']
Wheel Loader;950M;Wheel Base;11 ft 3350 mm;['11', 'ft'];['3350', 'mm']
Wheel Loader;950M;Height - Top of Exhaust Pipe;11.17 ft 3413 mm;['11.17', 'ft'];['3413', 'mm']
Wheel Loader;950M;With Cooling Fan Speed at 70% of Maximum Value - Operator Sound Pressure Level (ISO 6396:2008)**;69 dB(A) 69 dB(A);['69', 'dB(A)'];['69', 'dB(A)']
Wheel Loader;950M;With Cooling Fan Speed at Maximum Value - Exterior Sound Power Level (ISO 6395:2008);107 dB(A) 107 dB(A);['107', 'dB(A)'];['107', 'dB(A)']
Wheel Loader;950M;With Cooling Fan Speed at Maximum Value - Operator Sound Pressure Level (ISO 6396:2008);70 dB(A) 70 dB(A);['70', 'dB(A)'];['70', 'dB(A)']
Wheel Loader;950M;With Cooling Fan Speed at Maximum Value - Exterior Sound Pressure Level (SAE J88:2013);75 dB(A)* 75 dB(A)*;['75', 'dB(A)*'];['75', 'dB(A)*']
Wheel Loader;950M;With Cooling Fan Speed at 70% of Maximum Value - Exterior Sound Power Level (ISO 6395:2008)**;104 LWA*** 104 LWA***;['104', 'LWA***'];['104', 'LWA***']
Wheel Loader;950M;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
Wheel Loader;950M;Bucket Range;2.5-9.2 m³ (3.3-12 yd³) 2.5-9.2 m³ (3.3-12 yd³);['2.5-9.2', 'm³'];['(3.3-12', 'yd³)']
Wheel Loader;962M;Net Power - ISO 9249;250 HP 186 kW;['250', 'HP'];['186', 'kW']
Wheel Loader;962M;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
Wheel Loader;962M;Maximum Power - 2,100 rpm - SAE J1995;271 HP 202 kW;['271', 'HP'];['202', 'kW']
Wheel Loader;962M;Maximum Net Power - 2,100 rpm - ISO 9249;250 HP 186 kW;['250', 'HP'];['186', 'kW']
Wheel Loader;962M;Maximum Power - 2,100 rpm - ISO 14396 - Metric;273 HP 201 kW;['273', 'HP'];['201', 'kW']
Wheel Loader;962M;Maximum Net Torque - 1,350 rpm;865 ft·lbf 1172 N·m;['865', 'ft·lbf'];['1172', 'N·m']
Wheel Loader;962M;Maximum Power - 2,100 rpm - ISO 14396;269 HP 201 kW;['269', 'HP'];['201', 'kW']
Wheel Loader;962M;Maximum Net Power - 2,100 rpm - SAE J1349;250 HP 186 kW;['250', 'HP'];['186', 'kW']
Wheel Loader;962M;Maximum Net Power - 2,100 rpm - ISO 9249 - Metric;253 HP 186 kW;['253', 'HP'];['186', 'kW']
Wheel Loader;962M;Displacement;428 in³ 7 l;['428', 'in³'];['7', 'l']
Wheel Loader;962M;Peak Gross Torque - 1,350 rpm - ISO 14396;918 ft·lbf 1245 N·m;['918', 'ft·lbf'];['1245', 'N·m']
Wheel Loader;962M;Peak Gross Torque - 1,350 rpm - SAE J1995;921 ft·lbf 1249 N·m;['921', 'ft·lbf'];['1249', 'N·m']
Wheel Loader;962M;Engine Model;Cat C7.1 Cat C7.1;['Cat', 'C7.1'];['Cat', 'C7.1']
Wheel Loader;962M;Operating Weight;44591 lb 20226 kg;['44591', 'lb'];['20226', 'kg']
Wheel Loader;962M;Bucket Capacities;2.5-9.2 m³ (3.3-12 yd³) 2.5-9.2 m³ (3.3-12 yd³);['2.5-9.2', 'm³'];['(3.3-12', 'yd³)']
Wheel Loader;962M;Rack Back - Maximum Lift;59 degrees 59 degrees;['59', 'degrees'];['59', 'degrees']
Wheel Loader;962M;Hinge Pin Height at Carry Height;2.58 ft 779 mm;['2.58', 'ft'];['779', 'mm']
Wheel Loader;962M;Wheel Base;11 ft 3350 mm;['11', 'ft'];['3350', 'mm']
Wheel Loader;962M;Height - Top of Exhaust Pipe;11.17 ft 3408 mm;['11.17', 'ft'];['3408', 'mm']
Wheel Loader;962M;Centerline of Rear Axle to Hitch;5.5 ft 1675 mm;['5.5', 'ft'];['1675', 'mm']
Wheel Loader;962M;Centerline of Rear Axle to Edge of Counterweight;7.08 ft 2147 mm;['7.08', 'ft'];['2147', 'mm']
Wheel Loader;962M;Tread Width;7 ft 2140 mm;['7', 'ft'];['2140', 'mm']
Wheel Loader;962M;Height - Top of ROPS;11.33 ft 3444 mm;['11.33', 'ft'];['3444', 'mm']
Wheel Loader;962M;Ground Clearance;1.17 ft 361 mm;['1.17', 'ft'];['361', 'mm']
Wheel Loader;962M;Height - Top of Hood;8.83 ft 2691 mm;['8.83', 'ft'];['2691', 'mm']
Wheel Loader;962M;Maximum Width - Over Tires - Loaded;9.25 ft 2824 mm;['9.25', 'ft'];['2824', 'mm']
Wheel Loader;962M;Lift Arm Clearance at Maximum Lift;11.83 ft 3631 mm;['11.83', 'ft'];['3631', 'mm']
Wheel Loader;962M;Hinge Pin Height at Maximum Lift;14.83 ft 4524 mm;['14.83', 'ft'];['4524', 'mm']
Wheel Loader;962M;Overall Length - Without Bucket;23.75 ft 7228 mm;['23.75', 'ft'];['7228', 'mm']
Wheel Loader;962M;Rack Back at Ground;37 degrees 37 degrees;['37', 'degrees'];['37', 'degrees']
Wheel Loader;962M;Rack Back - Carry Height;49 degrees 49 degrees;['49', 'degrees'];['49', 'degrees']
Wheel Loader;962M;With Cooling Fan Speed at Maximum Value - Exterior Sound Pressure Level (SAE J88:2013);75 dB(A)* 75 dB(A)*;['75', 'dB(A)*'];['75', 'dB(A)*']
Wheel Loader;962M;With Cooling Fan Speed at Maximum Value - Operator Sound Pressure Level (ISO 6396:2008);70 dB(A) 70 dB(A);['70', 'dB(A)'];['70', 'dB(A)']
Wheel Loader;962M;With Cooling Fan Speed at 70% of Maximum Value - Operator Sound Pressure Level (ISO 6396:2008)**;69 dB(A) 69 dB(A);['69', 'dB(A)'];['69', 'dB(A)']
Wheel Loader;962M;With Cooling Fan Speed at 70% of Maximum Value - Exterior Sound Power Level (ISO 6395:2008)**;104 LWA*** 104 LWA***;['104', 'LWA***'];['104', 'LWA***']
Wheel Loader;962M;With Cooling Fan Speed at Maximum Value - Exterior Sound Power Level (ISO 6395:2008);107 dB(A) 107 dB(A);['107', 'dB(A)'];['107', 'dB(A)']
Wheel Loader;962M;Tread Width;7 ft 2140 mm;['7', 'ft'];['2140', 'mm']
Wheel Loader;962M;Centerline of Rear Axle to Edge of Counterweight;7.08 ft 2147 mm;['7.08', 'ft'];['2147', 'mm']
Wheel Loader;962M;Overall Length - Without Bucket;23.75 ft 7228 mm;['23.75', 'ft'];['7228', 'mm']
Wheel Loader;962M;Ground Clearance;1.17 ft 364 mm;['1.17', 'ft'];['364', 'mm']
Wheel Loader;962M;Height - Top of Exhaust Pipe;11.17 ft 3411 mm;['11.17', 'ft'];['3411', 'mm']
Wheel Loader;962M;Rack Back at Ground;37 degrees 37 degrees;['37', 'degrees'];['37', 'degrees']
Wheel Loader;962M;Wheel Base;11 ft 3350 mm;['11', 'ft'];['3350', 'mm']
Wheel Loader;962M;Centerline of Rear Axle to Hitch;5.5 ft 1675 mm;['5.5', 'ft'];['1675', 'mm']
Wheel Loader;962M;Height - Top of Hood;8.83 ft 2694 mm;['8.83', 'ft'];['2694', 'mm']
Wheel Loader;962M;Hinge Pin Height at Carry Height;2.17 ft 669 mm;['2.17', 'ft'];['669', 'mm']
Wheel Loader;962M;Maximum Width - Over Tires - Loaded;9.25 ft 2824 mm;['9.25', 'ft'];['2824', 'mm']
Wheel Loader;962M;Hinge Pin Height at Maximum Lift;13.92 ft 4235 mm;['13.92', 'ft'];['4235', 'mm']
Wheel Loader;962M;Height - Top of ROPS;11.33 ft 3447 mm;['11.33', 'ft'];['3447', 'mm']
Wheel Loader;962M;Lift Arm Clearance at Maximum Lift;11.33 ft 3477 mm;['11.33', 'ft'];['3477', 'mm']
Wheel Loader;962M;Rack Back - Maximum Lift;59 degrees 59 degrees;['59', 'degrees'];['59', 'degrees']
Wheel Loader;962M;Rack Back - Carry Height;49 degrees 49 degrees;['49', 'degrees'];['49', 'degrees']
Wheel Loader;962M;Maximum Width over Tires (loaded);111 in 2824 mm;['111', 'in'];['2824', 'mm']
Wheel Loader;962M;Centerline of Rear Axle to Edge of Counterweight;85 in 2147 mm;['85', 'in'];['2147', 'mm']
Wheel Loader;962M;Wheel Base;132 in 3350 mm;['132', 'in'];['3350', 'mm']
Wheel Loader;962M;Hinge Pin Height at Carry Height;26 in 669 mm;['26', 'in'];['669', 'mm']
Wheel Loader;962M;Ground Clearance;14 in 364 mm;['14', 'in'];['364', 'mm']
Wheel Loader;962M;Centerline of Rear Axle to Hitch;66 in 1675 mm;['66', 'in'];['1675', 'mm']
Wheel Loader;962M;Tread Width;84 in 2140 mm;['84', 'in'];['2140', 'mm']
Wheel Loader;962M;Height - Top of Exhaust Pipe;134 in 3411 mm;['134', 'in'];['3411', 'mm']
Wheel Loader;962M;Height - Top of ROPS;136 in 3447 mm;['136', 'in'];['3447', 'mm']
Wheel Loader;962M;Overall Length (without bucket);285 in 7228 mm;['285', 'in'];['7228', 'mm']
Wheel Loader;962M;Hinge Pin Height at Maximum Lift;167 in 4235 mm;['167', 'in'];['4235', 'mm']
Wheel Loader;962M;Lift Arm Clearance at Maximum Lift;136 in 3477 mm;['136', 'in'];['3477', 'mm']
Wheel Loader;962M;Height - Top of Hood;106 in 2694 mm;['106', 'in'];['2694', 'mm']
Wheel Loader;962M;Static Tipping Load - Full 40° Turn - With Tire Deflection;25814 lb 11709 kg;['25814', 'lb'];['11709', 'kg']
Wheel Loader;962M;Breakout Force;42489 lbf 189 kN;['42489', 'lbf'];['189', 'kN']
Wheel Loader;962M;Static Tipping Load - Full 40° Turn - No Tire Deflection;27494 lb 12471 kg;['27494', 'lb'];['12471', 'kg']
Wheel Loader;962M;Transmission;11.4 gal (US) 43 l;['11.4', 'gal'];['43', 'l']
Wheel Loader;962M;Cooling System;15.6 gal (US) 59 l;['15.6', 'gal'];['59', 'l']
Wheel Loader;962M;Hydraulic Tank;33 gal (US) 125 l;['33', 'gal'];['125', 'l']
Wheel Loader;962M;Fuel Tank;72.6 gal (US) 275 l;['72.6', 'gal'];['275', 'l']
Wheel Loader;962M;Crankcase;5.8 gal (US) 22 l;['5.8', 'gal'];['22', 'l']
Wheel Loader;962M;Differential - Final Drives - Front;11.4 gal (US) 43 l;['11.4', 'gal'];['43', 'l']
Wheel Loader;962M;DEF Tank;4.2 gal (US) 16 l;['4.2', 'gal'];['16', 'l']
Wheel Loader;962M;Differential - Final Drives - Rear;11.4 gal (US) 43 l;['11.4', 'gal'];['43', 'l']
Wheel Loader;962M;Implement Pump Type;Variable Axial Piston Variable Axial Piston;['Variable', 'Axial'];['Axial', 'Piston']
Wheel Loader;962M;Hydraulic Cycle Time - Total;8.9 s 8.9 s;['8.9', 's'];['8.9', 's']
Wheel Loader;962M;Implement System - Maximum Operating Pressure;4250 psi 29300 kPa;['4250', 'psi'];['29300', 'kPa']
Wheel Loader;962M;Implement System - Maximum Pump Output at 2,150 rpm;76 gal/min 286 l/min;['76', 'gal/min'];['286', 'l/min']
Wheel Loader;962M;Forward - 1;4.3 mile/h 6.9 km/h;['4.3', 'mile/h'];['6.9', 'km/h']
Wheel Loader;962M;Forward - 3;12 mile/h 19.3 km/h;['12', 'mile/h'];['19.3', 'km/h']
Wheel Loader;962M;Reverse - 2;7.5 mile/h 12 km/h;['7.5', 'mile/h'];['12', 'km/h']
Wheel Loader;962M;Reverse - 1;4.3 mile/h 6.9 km/h;['4.3', 'mile/h'];['6.9', 'km/h']
Wheel Loader;962M;Forward - 2;7.5 mile/h 12 km/h;['7.5', 'mile/h'];['12', 'km/h']
Wheel Loader;962M;Forward - 5;24.5 mile/h 39.5 km/h;['24.5', 'mile/h'];['39.5', 'km/h']
Wheel Loader;962M;Forward - 4;16 mile/h 25.7 km/h;['16', 'mile/h'];['25.7', 'km/h']
Wheel Loader;962M;Reverse - 3;16 mile/h 25.7 km/h;['16', 'mile/h'];['25.7', 'km/h']
Wheel Loader;962M;Bucket Range;2.5-9.2 m³ (3.3-12 yd³) 2.5-9.2 m³ (3.3-12 yd³);['2.5-9.2', 'm³'];['(3.3-12', 'yd³)']
Wheel Loader;962M;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
Wheel Loader;966M;Net Power - ISO 9249;276 HP 206 kW;['276', 'HP'];['206', 'kW']
Wheel Loader;966M;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
Wheel Loader;966M;Maximum Net Power - 1,700 rpm - SAE J1349;276 HP 206 kW;['276', 'HP'];['206', 'kW']
Wheel Loader;966M;Maximum Power - 1,800 rpm - SAE J1995 - Metric;315 HP 232 kW;['315', 'HP'];['232', 'kW']
Wheel Loader;966M;Maximum Net Power - 1,700 rpm - SAE J1349 - Metric;280 HP 206 kW;['280', 'HP'];['206', 'kW']
Wheel Loader;966M;Peak Gross Torque - 1,200 rpm - SAE J1995;1179 ft·lbf 1599 N·m;['1179', 'ft·lbf'];['1599', 'N·m']
Wheel Loader;966M;Maximum Power - 1,800 rpm - ISO 14396 - Metric;311 HP 229 kW;['311', 'HP'];['229', 'kW']
Wheel Loader;966M;Displacement;568 in³ 9.3 l;['568', 'in³'];['9.3', 'l']
Wheel Loader;966M;Maximum Power - 1,800 rpm - ISO 14396;307 HP 229 kW;['307', 'HP'];['229', 'kW']
Wheel Loader;966M;Peak Gross Torque - 1,200 rpm - ISO 14396;1166 ft·lbf 1581 N·m;['1166', 'ft·lbf'];['1581', 'N·m']
Wheel Loader;966M;Maximum Power - 1,800 rpm - SAE J1995;311 HP 232 kW;['311', 'HP'];['232', 'kW']
Wheel Loader;966M;Engine Model;Cat C9.3 Cat C9.3;['Cat', 'C9.3'];['Cat', 'C9.3']
Wheel Loader;966M;Maximum Net Torque - 1,000 rpm;1126 ft·lbf 1527 N·m;['1126', 'ft·lbf'];['1527', 'N·m']
Wheel Loader;966M;Maximum Net Power - 1,700 rpm - ISO 9249 - Metric;280 HP 206 kW;['280', 'HP'];['206', 'kW']
Wheel Loader;966M;Maximum Net Power - 1,700 rpm - ISO 9249;276 HP 206 kW;['276', 'HP'];['206', 'kW']
Wheel Loader;966M;Operating Weight;51176 lb 23220 kg;['51176', 'lb'];['23220', 'kg']
Wheel Loader;966M;Bucket Capacities;3.20-7.40 m³ (4.19-9.68 yd³) 3.20-7.40 m³ (4.19-9.68 yd³);['3.20-7.40', 'm³'];['(4.19-9.68', 'yd³)']
Wheel Loader;966M;Static Tipping Load - Full 37° Turn - With Tire Deflection;32329 lb 14668 kg;['32329', 'lb'];['14668', 'kg']
Wheel Loader;966M;Static Tipping Load - Full 37° Turn - No Tire Deflection;34873 lb 15822 kg;['34873', 'lb'];['15822', 'kg']
Wheel Loader;966M;Breakout Force;38984 lbf 173 kN;['38984', 'lbf'];['173', 'kN']
Wheel Loader;966M;Forward - 1;4 mile/h 6.5 km/h;['4', 'mile/h'];['6.5', 'km/h']
Wheel Loader;966M;Forward - 3;14.6 mile/h 23.5 km/h;['14.6', 'mile/h'];['23.5', 'km/h']
Wheel Loader;966M;Reverse - 2;8.9 mile/h 14.4 km/h;['8.9', 'mile/h'];['14.4', 'km/h']
Wheel Loader;966M;Forward - 4;24.5 mile/h 39.5 km/h;['24.5', 'mile/h'];['39.5', 'km/h']
Wheel Loader;966M;Reverse - 4;24.5 mile/h 39.5 km/h;['24.5', 'mile/h'];['39.5', 'km/h']
Wheel Loader;966M;Forward - 2;8.1 mile/h 13 km/h;['8.1', 'mile/h'];['13', 'km/h']
Wheel Loader;966M;Reverse - 3;16.1 mile/h 25.9 km/h;['16.1', 'mile/h'];['25.9', 'km/h']
Wheel Loader;966M;Reverse - 1;4.4 mile/h 7.1 km/h;['4.4', 'mile/h'];['7.1', 'km/h']
Wheel Loader;966M;Implement System - Maximum Operating Pressure;4496 psi 31000 kPa;['4496', 'psi'];['31000', 'kPa']
Wheel Loader;966M;Hydraulic Cycle Time - Total;10.1 s 10.1 s;['10.1', 's'];['10.1', 's']
Wheel Loader;966M;Implement System - Maximum Pump Output at 2,200 rpm;95 gal/min 360 l/min;['95', 'gal/min'];['360', 'l/min']
Wheel Loader;966M;Implement Pump Type;Variable Displacement Piston Variable Displacement Piston;['Variable', 'Displacement'];['Displacement', 'Piston']
Wheel Loader;966M;Fuel Tank;79.8 gal (US) 302 l;['79.8', 'gal'];['302', 'l']
Wheel Loader;966M;Differential - Final Drives - Front;15.1 gal (US) 57 l;['15.1', 'gal'];['57', 'l']
Wheel Loader;966M;Crankcase;6.5 gal (US) 24.5 l;['6.5', 'gal'];['24.5', 'l']
Wheel Loader;966M;Transmission;14.3 gal (US) 54 l;['14.3', 'gal'];['54', 'l']
Wheel Loader;966M;Differential - Final Drives - Rear;15.1 gal (US) 57 l;['15.1', 'gal'];['57', 'l']
Wheel Loader;966M;Hydraulic Tank;33 gal (US) 125 l;['33', 'gal'];['125', 'l']
Wheel Loader;966M;DEF Tank;4.4 gal (US) 16.8 l;['4.4', 'gal'];['16.8', 'l']
Wheel Loader;966M;Cooling System;18.9 gal (US) 71.6 l;['18.9', 'gal'];['71.6', 'l']
Wheel Loader;966M;With Cooling Fan Speed at Maximum Value - Operator Sound Pressure Level (ISO 6396:2008);70 dB(A) 70 dB(A);['70', 'dB(A)'];['70', 'dB(A)']
Wheel Loader;966M;With Cooling Fan Speed at Maximum Value - Exterior Sound Pressure Level (SAE J88:2013);76 dB(A)* 76 dB(A)*;['76', 'dB(A)*'];['76', 'dB(A)*']
Wheel Loader;966M;With Cooling Fan Speed at Maximum Value - Exterior Sound Power Level (ISO 6395:2008);109 dB(A) 109 dB(A);['109', 'dB(A)'];['109', 'dB(A)']
Wheel Loader;966M;With Cooling Fan Speed at 70% of Maximum Value - Operator Sound Pressure Level (ISO 6396:2008)**;69 dB(A) 69 dB(A);['69', 'dB(A)'];['69', 'dB(A)']
Wheel Loader;966M;With Cooling Fan Speed at 70% of Maximum Value - Exterior Sound Power Level (ISO 6395:2008)**;108 LWA*** 108 LWA***;['108', 'LWA***'];['108', 'LWA***']
Wheel Loader;966M;Tread Width;7.33 ft 2230 mm;['7.33', 'ft'];['2230', 'mm']
Wheel Loader;966M;Hinge Pin Height at Maximum Lift;15.75 ft 4793 mm;['15.75', 'ft'];['4793', 'mm']
Wheel Loader;966M;Hinge Pin Height at Carry;2.58 ft 778 mm;['2.58', 'ft'];['778', 'mm']
Wheel Loader;966M;Ground Clearance;1.42 ft 434 mm;['1.42', 'ft'];['434', 'mm']
Wheel Loader;966M;Overall Length - Without Bucket;26.58 ft 8109 mm;['26.58', 'ft'];['8109', 'mm']
Wheel Loader;966M;Height - Top of ROPS;11.75 ft 3587 mm;['11.75', 'ft'];['3587', 'mm']
Wheel Loader;966M;Lift Arm Clearance at Maximum Lift;13.58 ft 4140 mm;['13.58', 'ft'];['4140', 'mm']
Wheel Loader;966M;Centerline of Rear Axle to Edge of Counterweight;8.17 ft 2500 mm;['8.17', 'ft'];['2500', 'mm']
Wheel Loader;966M;Rack Back at Ground;39 degrees 39 degrees;['39', 'degrees'];['39', 'degrees']
Wheel Loader;966M;Height - Top of Hood;9.25 ft 2818 mm;['9.25', 'ft'];['2818', 'mm']
Wheel Loader;966M;Centerline of Rear Axle to Hitch;5.83 ft 1775 mm;['5.83', 'ft'];['1775', 'mm']
Wheel Loader;966M;Height - Top of Exhaust Pipe;11.58 ft 3522 mm;['11.58', 'ft'];['3522', 'mm']
Wheel Loader;966M;Maximum Width over Tires;9.83 ft 3009 mm;['9.83', 'ft'];['3009', 'mm']
Wheel Loader;966M;Wheel Base;11.67 ft 3550 mm;['11.67', 'ft'];['3550', 'mm']
Wheel Loader;966M;Rack Back - Maximum Lift;71 degrees 71 degrees;['71', 'degrees'];['71', 'degrees']
Wheel Loader;966M;Rack Back - Carry Height;49 degrees 49 degrees;['49', 'degrees'];['49', 'degrees']
Wheel Loader;966M;Hinge Pin Height at Maximum Lift;13.92 ft 4235 mm;['13.92', 'ft'];['4235', 'mm']
Wheel Loader;966M;Ground Clearance;1.42 ft 434 mm;['1.42', 'ft'];['434', 'mm']
Wheel Loader;966M;Centerline of Rear Axle to Hitch;5.83 ft 1775 mm;['5.83', 'ft'];['1775', 'mm']
Wheel Loader;966M;Lift Arm Clearance at Maximum Lift;11.92 ft 3643 mm;['11.92', 'ft'];['3643', 'mm']
Wheel Loader;966M;Height - Top of ROPS;11.75 ft 3587 mm;['11.75', 'ft'];['3587', 'mm']
Wheel Loader;966M;Height - Top of Exhaust Pipe;11.58 ft 3522 mm;['11.58', 'ft'];['3522', 'mm']
Wheel Loader;966M;Rack Back - Maximum Lift;62 degrees 62 degrees;['62', 'degrees'];['62', 'degrees']
Wheel Loader;966M;Wheel Base;11.67 ft 3550 mm;['11.67', 'ft'];['3550', 'mm']
Wheel Loader;966M;Tread Width;7.33 ft 2230 mm;['7.33', 'ft'];['2230', 'mm']
Wheel Loader;966M;Hinge Pin Height at Carry;2.08 ft 630 mm;['2.08', 'ft'];['630', 'mm']
Wheel Loader;966M;Centerline of Rear Axle to Edge of Counterweight;7.17 ft 2180 mm;['7.17', 'ft'];['2180', 'mm']
Wheel Loader;966M;Overall Length - Without Bucket;23.92 ft 7289 mm;['23.92', 'ft'];['7289', 'mm']
Wheel Loader;966M;Height - Top of Hood;9.25 ft 2818 mm;['9.25', 'ft'];['2818', 'mm']
Wheel Loader;966M;Maximum Width over Tires;9.83 ft 3009 mm;['9.83', 'ft'];['3009', 'mm']
Wheel Loader;966M;Rack Back at Ground;42 degrees 42 degrees;['42', 'degrees'];['42', 'degrees']
Wheel Loader;966M;Rack Back - Carry Height;50 degrees 50 degrees;['50', 'degrees'];['50', 'degrees']
Wheel Loader;966M;Bucket Range;3.20-7.40 m³ (4.19-9.68 yd³) 3.20-7.40 m³ (4.19-9.68 yd³);['3.20-7.40', 'm³'];['(4.19-9.68', 'yd³)']
Wheel Loader;966M;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
XE Wheel;966M;Net Power - ISO 9249;298 HP 222 kW;['298', 'HP'];['222', 'kW']
XE Wheel;966M;Emissions;Tier 4/Stage IV Tier 4/Stage IV;['Tier', '4/Stage'];['4/Stage', 'IV']
XE Wheel;966M;Maximum Net Power - 1,600 rpm - ISO 9249;298 HP 222 kW;['298', 'HP'];['222', 'kW']
XE Wheel;966M;Peak Gross Torque - 1,200 rpm - SAE J1995;1275 ft·lbf 1728 N·m;['1275', 'ft·lbf'];['1728', 'N·m']
XE Wheel;966M;Maximum Net Power - 1,600 rpm - SAE J1349 - Metric;302 HP 222 kW;['302', 'HP'];['222', 'kW']
XE Wheel;966M;Maximum Net Power - 1,600 rpm - ISO 9249 - Metric;302 HP 222 kW;['302', 'HP'];['222', 'kW']
XE Wheel;966M;Maximum Net Power - 1,600 rpm - SAE J1349;298 HP 222 kW;['298', 'HP'];['222', 'kW']
XE Wheel;966M;Engine Model;Cat C9.3 Cat C9.3;['Cat', 'C9.3'];['Cat', 'C9.3']
XE Wheel;966M;Peak Gross Torque - 1,200 rpm - ISO 14396;1260 ft·lbf 1708 N·m;['1260', 'ft·lbf'];['1708', 'N·m']
XE Wheel;966M;Maximum Net Torque - 1,200 rpm;1193 ft·lbf 1618 N·m;['1193', 'ft·lbf'];['1618', 'N·m']
XE Wheel;966M;Displacement;568 in³ 9.3 l;['568', 'in³'];['9.3', 'l']
XE Wheel;966M;Operating Weight;51176 lb 23220 kg;['51176', 'lb'];['23220', 'kg']
XE Wheel;966M;Bucket Capacities;3.20-7.40 m³ (4.19-9.68 yd³) 3.20-7.40 m³ (4.19-9.68 yd³);['3.20-7.40', 'm³'];['(4.19-9.68', 'yd³)']
XE Wheel;966M;Cooling System;19 gal (US) 71.6 l;['19', 'gal'];['71.6', 'l']
XE Wheel;966M;Crankcase;6.5 gal (US) 24.5 l;['6.5', 'gal'];['24.5', 'l']
XE Wheel;966M;Hydraulic Tank;33 gal (US) 125 l;['33', 'gal'];['125', 'l']
